certamen;origen;fecha;anio;cerveceria;cerveza_ganadora;estilo;premio;medalla_base;tipo_premio;subcategoria;ciudad;pais
Australian International Beer Awards (Aiba) - Australia;Internacional;2013-09;2013;Hernando De Magallanes;Hernando;Imperial Stout;Bronce;Bronce;Beer;Style; - ;Chile
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Água Do Monge;Saison Chardonnay;Wood Aged Sour;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Água Do Monge;Saison Gabiroba;Brett Beer;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Água Do Monge;Saison Niagara;Wild Beer;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Água Do Monge;Saison Pitaya;Saison;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Água Do Monge;Tripel Chardonnay;Belgian Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Água Do Monge;Wee Heavy;Historical Beer;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Barbot Brewpub;BARBOT BACCHARIS CARQUEJA Y MIEL;Honey Beer;Bronce;Bronce;Beer;Style; - ;Uruguay
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Barbot Brewpub;BARBOT BURTON BITTER;Esb;Bronce;Bronce;Beer;Style; - ;Uruguay
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Barbot Brewpub;BARBOT EZPELETA SCOTTISH ALE;Scottish Export;Bronce;Bronce;Beer;Style; - ;Uruguay
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Barbot Brewpub;BARBOT MUMBAI IPA;English Ipa;Bronce;Bronce;Beer;Style; - ;Uruguay
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Barbot Brewpub;BARBOT QUINTÓN RUBÍ GRAPE ALE;Italian Grape Ale;Bronce;Bronce;Beer;Style; - ;Uruguay
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Bardo Cervejaria;A BEER HAS NO NAME;Smoke Beer;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Barnia Cervejaria;BARNIA BERLINER WEISSE;Berliner Weisse;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Barnia Cervejaria;BARNIA CYBER-FRUIT KVASS;Field Beer;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Barnia Cervejaria;BARNIA PUMPKIN ALE;Pumpkin Spice Beer;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Barnia Cervejaria;BARNIA RIS;Imperial Stout;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Beijing Sonhoshin&Five Star Beer Co.;SONHOSHIN German style wheat beer;Hefeweizen;Oro;Oro;Beer;Style; - ;China
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Bergerbier;Berger Pilsen;American Lager;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Bergerbier;Berger Pilsen;International Pilsner;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Bergerbier;La Duchesse;Saison;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Bergerbier;The Red Leprechau;Irish Red Ale;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;Baltic Porter;Baltic Porter;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;Bamberg Serie 4;Weiss Rauchbier;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;Bamberg Series 2;Bock Rauchbier;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;belgian series 1;Belgian Blonde Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;Belgian Series 3;Tripel;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;Belgian Series 4;Quadrupel;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;Belgian Single;Belgian Session Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;Belgian Tetra Hop;Belgian American Ipa;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;Belgian Tetra Hop;American Belgo Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;big jack weiss;Hefeweizen;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;Brown Storm;American Brown Ale;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;Bruma;Scottish Light;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;Cabula;Saison;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;Caramel Jack;English Brown Ale;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;Catharina Sour Sem Álcool Morango, Limão e Pitaya;Sin Alcohol;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;Cream Ale;Cream Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;english series 1;Pale Mild;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;English Series 2;Special Bitter;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;English Series 3;Robust Porter;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;golden bock;Maibock;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;gose sem alcool;Sin Alcohol;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;Gueuze Jack 2025;Gueuze;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;Kentucky Jack;Kentucky Common;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;Leipzig Gose;Gose;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;Malt Liquor Jack;Malt Liquor;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;Old Tavern;Dark Mild;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;pecado imperial;Imperial Porter;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;Stone;Scottish Heavy;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;Strong Ale;Strong Ale;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;Velha dos Feitiços;Schwarzbier;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;Yellow Submarine;Ordinary Bitter;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria (Colab. Con Cervejaria Barbus Bier);India Pale Lager;American India Pale Lager;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big John Cervejaria;Big John Cervejaria - Tyrolean Hat - Vienna Lager;Vienna Lager;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big John Cervejaria;Big John Tricorn Hat - NEAPA;Hazy Pale Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Birra Tambone (Colab. Con Pelta Br.);Mbare Pils;Italian Pilsner;Bronce;Bronce;Beer;Style; - ;Bulgaria
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Birrificio Abusivo;Nostalgia di Bamberga;Helles Rauchbier;Oro;Oro;Beer;Style; - ;Italia
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Birrificio Baladin Ssa;Xyauyù 2019;Aged Beer;Oro;Oro;Beer;Style; - ;Italia
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Birrificio Frisanco;AMICIZIA;Belgian Fruit Beer;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Birrificio Frisanco;CONOSCENZA;Spontaneous Ale;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Birrificio Frisanco;PROSPERITÀ;Fruit Lambic;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Brauerei Hofstetten;Hofstettner Granitbock ICE;Eisbock;Oro;Oro;Beer;Style; - ;Austria
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Brauerei Hofstetten;Hofstettner Honeybock Limetree Blossom;Honey Beer;Oro;Oro;Beer;Style; - ;Austria
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Brotas Beer;BROTAS BEER ABADIA;Dubbel;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Brotas Beer;BROTAS BEER SCHWARZBIER;Dark Lager;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Browar Kingpin;Gambit;Hazy Strong Pale Ale;Plata;Plata;Beer;Style; - ;Polonia
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Caras De Malte;Andromêda;Double New England IPA;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Caras De Malte;ASTEROIDE CARAS DE MALTE;Belgian Strong Dark Ale;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Caras De Malte;BURACO NEGRO;Brown Porter;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Alcatraz;A despretensiosa Alcabrown;American Brown Ale;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Alcatraz;Birdman;American Pale Ale;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Alcatraz;FRUTOPIA;Field Beer;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Alpendorf;Alpendorf Imperial Gose Caramelo Salgado;Specialty Beer;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Amarillo;Amarillo Best Bitter;Special Bitter;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Amarillo;Amarillo Pilsen Premium;International Pilsner;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Artesanal Conceição;CONCEIÇÃO SESSION IPL;Session Beer;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Artesanal Grecco;Munich Dunkel;Munich Dunkel;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Ashby;Ashby Hops;Fresh Hop Beer;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Ashby;Ashby Weiss;Weizenbock;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Aurora;Liana;West Coast Ipa;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Aurora;Marina;Gose;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Ayres;Marreta;American Ipa;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Beermad;BEERMAD APA SUMMER BREZZE;American Pale Ale;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Beermad;BEERMAD KRISTAL;Kristalweizen;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Bionda;Bionda Light Lager;American Light Lager;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Bionda;Pantanal Light Lager;American Light Lager;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Brüder;BRUDER ALMA CEVADA PREMIUM LAGER;American Light Lager;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Buonacerva;BUONA BELGIAN;Belgian Blonde Ale;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Burgman;BURGMAN STOUT;Export Stout;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Burgman;BURGMAN ULTRA;American Light Lager;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Campos Do Jordao;BOCK;German Bock;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Campos Do Jordao;DUNKEL;Schwarzbier;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Campos Do Jordao;SOUR PITAYA E MARACUJA;Catharina Sour;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Campos Do Jordao;STOUT;Sweet Stout;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Campos Do Jordao;WEISS;Hefeweizen;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Campos Do Jordao (Colab. Con Vinicula Santa Maria);WINEBEER - WINEBEER;Italian Grape Ale;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Cherokee;Cherokee - YONA Barley Wine;Wood-and Barrel-Aged Beer (English Barleywine);Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Denker;DENKER Ana Bierhaus Flanders Red Ale;Oud Bruin;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Denker;DENKER Imperial Stout;Imperial Porter;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Denker;DENKER Imperial Stout com Avelã;Imperial Porter;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Denker;DENKER Stout;Oatmeal Stout;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Divina Beer (Colab. Con Sweet River);A ponte para o Futuro;American Brown Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Divina Beer (Colab. Con Sweet River);Nova Era;English Brown Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Divino Malte;Disfarçada;American Pilsner;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Divino Malte;Dom Rodrigo;Dark Mild;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Divino Malte;Dorothy Porter;Brown Porter;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Divino Malte;Mulherama;American Pilsner;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Divino Malte;Pancada da BM;West Coast Ipa;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Do Funil;Cerveja do Funil - BLACK;American Dark Lager;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Do Funil;Cerveja do Funil - PILSEN;American Lager;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Furst;FURST CATALINA WEISS;Leichtes Weizen;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Furst;FURST OKTOBERFEST;Märzen;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Green Coast;CERVEJARIA GREEN COAST - TRIPEL MEXICANA;Chili Pepper Beer;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Hauk;CHOPP HAUK;Blonde Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Incrivel;Incrível 1988;Altbier;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Karsten;"A ""FAIA"" DEU BOA!";Märzen Rauchbier;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Karsten;Breslávia;Breslau Pale Schoeps;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Karsten;Frade na Boléia;Sin Alcohol;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Karsten;Gose de Caju;Gose;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Karsten;"In ""Trigo"" We Trust!";American Wheat Wine;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Karsten;Karsten - Stout Frade Negro;Sweet Stout;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Karsten;Karsten Adambier;Adambier;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Karsten;Karsten Adambier;Adambier;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Karsten;Karsten APA Ekuanot & Mosaic;International Pale Ale;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Karsten;Karsten Barley Wine;British Barley Wine;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Karsten;Karsten Extra Special Bitter;Esb;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Karsten;Karsten Ice Lager;Ice Lager;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Karsten;Karsten Internacional Pale;International Pale Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Karsten;Karsten Internacional Pilsner;International Pilsner;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Karsten;Karsten Munich Helles;Oktoberfest;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Karsten;Karsten Pilsen;American Lager;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Karsten;Karsten Tropiacal Light Lager;American Lite Lager;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Karsten;N.I.B - Nênes In Black;Dark Lager;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Karsten;Ragnarok;Gotlandsdricke;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Karsten;Red Ale Código de Bar Scotch;Scottish Export;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Karsten;RIS Café de Nêne;Aged Beer;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Karsten (Colab. Con Sabores Do Malte);Casca Grossa;Belgian Fruit Beer;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Leopoldina;Cervejaria Leopoldina - Leopoldina Barley Wine;Aged Beer;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Leopoldina;Leopoldina - Leopoldina Italian Grape Ale Moscato;Italian Grape Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Leopoldina;Leopoldina - Leopoldina Quadrupel;Belgian Strong Dark Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Leopoldina;Leopoldina - Leopoldina Witbier;Witbier;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Mares;MARÉS - CAPITÃO;Irish Red Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Mares;MARÉS - CARIBE;Witbier;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Mares;MARÉS - TUBARÃO NEGRO;Oatmeal Stout;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Marlin Azul;Cervejaria Marlin Azul - Tanzanita;Cream Ale;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Marlin Azul;Cervejaria Marlin Azul - Wahoo;Session Ipa;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Marlin Azul;Cervejaria Marlin Azul - Yellow Fin;Munich Helles;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Marlin Azul;Dominic;Old Ale;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Marlin Azul;MAHI-MAHI;American Wheat Beer;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Marlin Azul;Treze Andares;New Zealand Ipa;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Patanegra;PATANEGRA CATHARINA SOUR CACACU;Catharina Sour;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Patanegra;PATANEGRA DOUBLE IPA E AO INFINITO E AO ALEM;Imperial Ipa;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Patanegra;PATANEGRA KRISTAL WEIZEN;Kristalweizen;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Patanegra;PATANEGRA OKTOBERFEST;Oktoberfest;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Photo Beer;Abóbora Selvagem;Pumpkin Spice Beer;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Rótula Bier;RÓTULA BIER AMERICAN IPA;American Strong Pale Ale;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Rótula Bier;RÓTULA BIER APA;International Pale Ale;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Rótula Bier;RÓTULA BIER PILSEN;American Lager;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Salva;Australian Pale Ale;Australian Pale Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Salva;Bairrista;Malt Liquor;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Salva;Belgian Peach;Belgian Fruit Beer;Bronce;Bronce;Beer;Style; - ;Brasil
